emerald_id,name,ra,dec,z_spec,status,priority,jwst_program_id,notes,ancillary_assets,f200w,f444w
EMR-11467,JADES-1011467,189.108408,62.262254,4.666,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-11467/images/7935-obs3_ID-1011467.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1011467.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-11467/images/7935-obs6_ID-1011467.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1011467.jpg"", ""access_level"": ""team""}]",28.55,28.38
EMR-11479,JADES-1011479,189.231047,62.262373,7.169,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11479/images/7935-obs1_ID-1011479.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011479.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS2 Source Image"", ""storage_key"": ""targets/EMR-11479/images/7935-obs2_ID-1011479.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs2_ID-1011479.jpg"", ""access_level"": ""team""}]",28.70,27.87
EMR-11508,JADES-1011508,189.184459,62.262489,9.908,queued,medium,7935,NIRSpec high-z,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11508/images/7935-obs1_ID-1011508.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011508.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-11508/images/7935-obs6_ID-1011508.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1011508.jpg"", ""access_level"": ""team""}]",28.39,28.60
EMR-11601,JADES-1011601,189.078108,62.262859,4.022,queued,low,7935,NIRSpec UV O+C,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-11601/images/7935-obs3_ID-1011601.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1011601.jpg"", ""access_level"": ""team""}]",27.25,27.26
EMR-11634,JADES-1011634,189.101604,62.262974,4.748,queued,medium,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-11634/images/7935-obs3_ID-1011634.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1011634.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-11634/images/7935-obs6_ID-1011634.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1011634.jpg"", ""access_level"": ""team""}]",27.06,27.29
EMR-11650,JADES-1011650,189.221689,62.26303,5.189,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11650/images/7935-obs1_ID-1011650.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011650.jpg"", ""access_level"": ""team""}]",28.56,28.22
EMR-11679,JADES-1011679,189.217544,62.263104,5.188,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11679/images/7935-obs1_ID-1011679.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011679.jpg"", ""access_level"": ""team""}]",27.99,27.78
EMR-11804,JADES-1011804,189.230781,62.263545,5.19,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11804/images/7935-obs1_ID-1011804.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011804.jpg"", ""access_level"": ""team""}]",26.89,26.68
EMR-11823,JADES-1011823,189.076858,62.263558,6.715,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-11823/images/7935-obs3_ID-1011823.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1011823.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-11823/images/7935-obs6_ID-1011823.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1011823.jpg"", ""access_level"": ""team""}]",27.69,27.67
EMR-11836,JADES-1011836,189.220578,62.263672,4.409,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11836/images/7935-obs1_ID-1011836.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011836.jpg"", ""access_level"": ""team""}]",26.45,26.37
EMR-11877,JADES-1011877,189.16214,62.263813,6.309,queued,high,7935,NIRSpec UV O+C; NIRSpec UV C_He; high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-11877/images/7935-obs6_ID-1011877.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1011877.jpg"", ""access_level"": ""team""}]",26.78,26.60
EMR-11903,JADES-1011903,189.223346,62.263897,5.693,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11903/images/7935-obs1_ID-1011903.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011903.jpg"", ""access_level"": ""team""}]",28.50,27.99
EMR-11987,JADES-1011987,189.229357,62.264143,4.171,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-11987/images/7935-obs1_ID-1011987.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1011987.jpg"", ""access_level"": ""team""}]",27.46,27.95
EMR-12016,JADES-1012016,189.118175,62.264158,5.322,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12016/images/7935-obs3_ID-1012016.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012016.jpg"", ""access_level"": ""team""}]",28.30,28.12
EMR-12035,JADES-1012035,189.106105,62.264266,5.545,queued,high,7935,-1,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12035/images/7935-obs3_ID-1012035.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012035.jpg"", ""access_level"": ""team""}]",28.43,28.34
EMR-12059,JADES-1012059,189.103308,62.264335,6.469,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12059/images/7935-obs3_ID-1012059.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012059.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12059/images/7935-obs6_ID-1012059.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012059.jpg"", ""access_level"": ""team""}]",30.68,28.71
EMR-12067,JADES-1012067,189.207446,62.264447,4.057,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-12067/images/7935-obs1_ID-1012067.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1012067.jpg"", ""access_level"": ""team""}]",26.67,26.69
EMR-12091,JADES-1012091,189.109338,62.264471,4.912,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12091/images/7935-obs3_ID-1012091.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012091.jpg"", ""access_level"": ""team""}]",27.98,28.08
EMR-12104,JADES-1012104,189.071227,62.264474,4.021,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12104/images/7935-obs3_ID-1012104.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012104.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12104/images/7935-obs6_ID-1012104.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012104.jpg"", ""access_level"": ""team""}]",27.05,27.62
EMR-12114,JADES-1012114,189.176857,62.264552,6.713,queued,high,7935,-1,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12114/images/7935-obs6_ID-1012114.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012114.jpg"", ""access_level"": ""team""}]",28.10,28.11
EMR-12169,JADES-1012169,189.104958,62.264742,5.725,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12169/images/7935-obs6_ID-1012169.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012169.jpg"", ""access_level"": ""team""}]",28.42,28.51
EMR-12335,JADES-1012335,189.123393,62.265445,4.001,queued,low,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12335/images/7935-obs3_ID-1012335.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012335.jpg"", ""access_level"": ""team""}]",27.40,27.63
EMR-12402,JADES-1012402,189.192984,62.265753,7.185,queued,low,7935,NIRSpec high-z,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-12402/images/7935-obs1_ID-1012402.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1012402.jpg"", ""access_level"": ""team""}]",28.50,28.49
EMR-12403,JADES-1012403,189.075445,62.265666,5.516,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12403/images/7935-obs6_ID-1012403.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012403.jpg"", ""access_level"": ""team""}]",29.23,28.89
EMR-12448,JADES-1012448,189.117829,62.265893,5.323,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12448/images/7935-obs3_ID-1012448.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012448.jpg"", ""access_level"": ""team""}]",28.80,28.23
EMR-12456,JADES-1012456,189.222185,62.265986,5.275,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-12456/images/7935-obs1_ID-1012456.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1012456.jpg"", ""access_level"": ""team""}]",28.49,28.30
EMR-12585,JADES-1012585,189.222396,62.266613,6.949,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-12585/images/7935-obs1_ID-1012585.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1012585.jpg"", ""access_level"": ""team""}]",28.26,27.47
EMR-12601,JADES-1012601,189.224263,62.266676,7.52,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-12601/images/7935-obs1_ID-1012601.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1012601.jpg"", ""access_level"": ""team""}]",28.34,27.77
EMR-12627,JADES-1012627,189.068665,62.266657,5.214,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12627/images/7935-obs3_ID-1012627.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012627.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12627/images/7935-obs6_ID-1012627.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012627.jpg"", ""access_level"": ""team""}]",28.71,28.96
EMR-12664,JADES-1012664,189.073242,62.266786,5.433,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12664/images/7935-obs6_ID-1012664.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012664.jpg"", ""access_level"": ""team""}]",28.23,27.73
EMR-12721,JADES-1012721,189.114403,62.267043,4.885,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12721/images/7935-obs3_ID-1012721.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012721.jpg"", ""access_level"": ""team""}]",27.76,28.14
EMR-12763,JADES-1012763,189.187631,62.267279,4.459,queued,low,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12763/images/7935-obs6_ID-1012763.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012763.jpg"", ""access_level"": ""team""}]",27.35,27.91
EMR-12781,JADES-1012781,189.087082,62.267365,5.133,queued,high,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12781/images/7935-obs3_ID-1012781.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012781.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12781/images/7935-obs6_ID-1012781.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012781.jpg"", ""access_level"": ""team""}]",27.89,27.11
EMR-12808,JADES-1012808,189.19507,62.267516,5.677,queued,high,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12808/images/7935-obs6_ID-1012808.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012808.jpg"", ""access_level"": ""team""}]",27.69,27.40
EMR-12832,JADES-1012832,189.097655,62.26758,4.694,queued,low,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12832/images/7935-obs3_ID-1012832.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012832.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12832/images/7935-obs6_ID-1012832.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012832.jpg"", ""access_level"": ""team""}]",27.25,27.34
EMR-12899,JADES-1012899,189.065757,62.267743,5.563,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-12899/images/7935-obs3_ID-1012899.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1012899.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-12899/images/7935-obs6_ID-1012899.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1012899.jpg"", ""access_level"": ""team""}]",29.04,28.88
EMR-12941,JADES-1012941,189.218058,62.268075,5.188,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-12941/images/7935-obs1_ID-1012941.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1012941.jpg"", ""access_level"": ""team""}]",26.16,25.42
EMR-13041,JADES-1013041,189.203773,62.268425,7.089,queued,high,7935,NIRSpec UV O+C; NIRSpec high-z; high EW OIII + Hb; Tang CIV,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-13041/images/7935-obs1_ID-1013041.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1013041.jpg"", ""access_level"": ""team""}]",27.73,26.46
EMR-13089,JADES-1013089,189.124734,62.268563,7.417,queued,low,7935,NIRSpec high-z,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-13089/images/7935-obs3_ID-1013089.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1013089.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13089/images/7935-obs6_ID-1013089.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013089.jpg"", ""access_level"": ""team""}]",27.78,27.81
EMR-13172,JADES-1013172,189.068815,62.268881,5.474,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-13172/images/7935-obs3_ID-1013172.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1013172.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13172/images/7935-obs6_ID-1013172.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013172.jpg"", ""access_level"": ""team""}]",26.94,26.86
EMR-13208,JADES-1013208,189.060096,62.268995,5.933,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13208/images/7935-obs6_ID-1013208.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013208.jpg"", ""access_level"": ""team""}]",28.17,27.53
EMR-13237,JADES-1013237,189.192466,62.269226,5.189,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13237/images/7935-obs6_ID-1013237.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013237.jpg"", ""access_level"": ""team""}]",29.14,28.69
EMR-13256,JADES-1013256,189.082539,62.269329,4.021,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-13256/images/7935-obs3_ID-1013256.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1013256.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13256/images/7935-obs6_ID-1013256.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013256.jpg"", ""access_level"": ""team""}]",26.29,25.95
EMR-13368,JADES-1013368,189.083027,62.269698,5.207,queued,low,7935,-1,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-13368/images/7935-obs3_ID-1013368.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1013368.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13368/images/7935-obs6_ID-1013368.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013368.jpg"", ""access_level"": ""team""}]",27.62,27.14
EMR-13410,JADES-1013410,189.188837,62.269906,5.016,queued,high,7935,-1,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13410/images/7935-obs6_ID-1013410.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013410.jpg"", ""access_level"": ""team""}]",26.74,26.39
EMR-13426,JADES-1013426,189.084012,62.269842,5.208,queued,high,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-13426/images/7935-obs3_ID-1013426.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1013426.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13426/images/7935-obs6_ID-1013426.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013426.jpg"", ""access_level"": ""team""}]",28.79,27.79
EMR-13454,JADES-1013454,189.228606,62.269982,4.835,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-13454/images/7935-obs1_ID-1013454.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1013454.jpg"", ""access_level"": ""team""}]",28.10,28.33
EMR-13546,JADES-1013546,189.085867,62.270316,4.719,queued,medium,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-13546/images/7935-obs3_ID-1013546.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1013546.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13546/images/7935-obs6_ID-1013546.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013546.jpg"", ""access_level"": ""team""}]",28.40,28.57
EMR-13912,JADES-1013912,189.076536,62.271739,5.27,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-13912/images/7935-obs6_ID-1013912.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1013912.jpg"", ""access_level"": ""team""}]",28.52,28.13
EMR-14032,JADES-1014032,189.081153,62.272105,6.75,queued,high,7935,-1,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-14032/images/7935-obs3_ID-1014032.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1014032.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14032/images/7935-obs6_ID-1014032.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014032.jpg"", ""access_level"": ""team""}]",28.38,28.58
EMR-14112,JADES-1014112,189.128719,62.272415,4.043,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14112/images/7935-obs6_ID-1014112.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014112.jpg"", ""access_level"": ""team""}]",28.43,28.80
EMR-14130,JADES-1014130,189.226124,62.272524,4.382,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-14130/images/7935-obs1_ID-1014130.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1014130.jpg"", ""access_level"": ""team""}]",26.73,27.09
EMR-14285,JADES-1014285,189.12828,62.272976,5.438,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14285/images/7935-obs6_ID-1014285.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014285.jpg"", ""access_level"": ""team""}]",27.96,27.74
EMR-14406,JADES-1014406,189.07209,62.273429,5.145,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14406/images/7935-obs6_ID-1014406.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014406.jpg"", ""access_level"": ""team""}]",27.59,25.45
EMR-14444,JADES-1014444,189.123001,62.273623,5.313,queued,high,7935,NIRSpec low O3/Hb,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14444/images/7935-obs6_ID-1014444.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014444.jpg"", ""access_level"": ""team""}]",27.78,27.51
EMR-14533,JADES-1014533,189.077898,62.273818,5.148,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14533/images/7935-obs6_ID-1014533.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014533.jpg"", ""access_level"": ""team""}]",27.04,26.31
EMR-14652,JADES-1014652,189.084923,62.274165,6.057,queued,high,7935,-1,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-14652/images/7935-obs3_ID-1014652.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1014652.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-14652/images/7935-obs6_ID-1014652.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1014652.jpg"", ""access_level"": ""team""}]",28.67,28.09
EMR-15037,JADES-1015037,189.124845,62.275494,4.379,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-15037/images/7935-obs6_ID-1015037.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1015037.jpg"", ""access_level"": ""team""}]",26.21,25.73
EMR-15068,JADES-1015068,189.138516,62.275615,6.742,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-15068/images/7935-obs6_ID-1015068.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1015068.jpg"", ""access_level"": ""team""}]",26.90,26.57
EMR-15205,JADES-1015205,189.121035,62.275931,4.333,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-15205/images/7935-obs6_ID-1015205.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1015205.jpg"", ""access_level"": ""team""}]",27.44,27.45
EMR-15256,JADES-1015256,189.118737,62.276034,7.622,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-15256/images/7935-obs6_ID-1015256.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1015256.jpg"", ""access_level"": ""team""}]",28.32,28.10
EMR-15624,JADES-1015624,189.168445,62.277214,4.019,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-15624/images/7935-obs1_ID-1015624.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1015624.jpg"", ""access_level"": ""team""}]",27.65,28.00
EMR-15956,JADES-1015956,189.172668,62.278311,4.021,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-15956/images/7935-obs1_ID-1015956.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1015956.jpg"", ""access_level"": ""team""}]",25.60,25.50
EMR-16079,JADES-1016079,189.081789,62.278678,4.652,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-16079/images/7935-obs6_ID-1016079.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1016079.jpg"", ""access_level"": ""team""}]",28.65,28.07
EMR-16229,JADES-1016229,189.169116,62.279248,6.758,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS1 Source Image"", ""storage_key"": ""targets/EMR-16229/images/7935-obs1_ID-1016229.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs1_ID-1016229.jpg"", ""access_level"": ""team""}]",28.73,28.94
