emerald_id,name,ra,dec,z_spec,status,priority,jwst_program_id,notes,ancillary_assets,f200w,f444w
EMR-27,JADES-1000027,189.135479,62.213045,4.646,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-27/images/7935-obs4_ID-1000027.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000027.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-27/images/7935-obs5_ID-1000027.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000027.jpg"", ""access_level"": ""team""}]",26.79,26.97
EMR-30,JADES-1000030,189.132845,62.213116,5.605,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-30/images/7935-obs4_ID-1000030.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000030.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-30/images/7935-obs5_ID-1000030.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000030.jpg"", ""access_level"": ""team""}]",28.45,28.13
EMR-35,JADES-1000035,189.11861,62.213252,5.548,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-35/images/7935-obs4_ID-1000035.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000035.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-35/images/7935-obs5_ID-1000035.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000035.jpg"", ""access_level"": ""team""}]",28.43,28.39
EMR-62,JADES-1000062,189.128468,62.214105,5.035,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-62/images/7935-obs4_ID-1000062.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000062.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-62/images/7935-obs5_ID-1000062.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000062.jpg"", ""access_level"": ""team""}]",27.66,27.09
EMR-110,JADES-1000110,189.146371,62.215507,4.064,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-110/images/7935-obs5_ID-1000110.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000110.jpg"", ""access_level"": ""team""}]",25.27,24.95
EMR-138,JADES-1000138,189.12617,62.215937,4.439,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-138/images/7935-obs4_ID-1000138.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000138.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-138/images/7935-obs5_ID-1000138.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000138.jpg"", ""access_level"": ""team""}]",28.92,29.07
EMR-163,JADES-1000163,189.146372,62.216379,6.023,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-163/images/7935-obs5_ID-1000163.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000163.jpg"", ""access_level"": ""team""}]",27.92,28.10
EMR-226,JADES-1000226,189.144155,62.2175,4.856,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-226/images/7935-obs5_ID-1000226.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000226.jpg"", ""access_level"": ""team""}]",28.01,28.08
EMR-326,JADES-1000326,189.062364,62.218642,4.727,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-326/images/7935-obs3_ID-1000326.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000326.jpg"", ""access_level"": ""team""}]",29.28,28.83
EMR-372,JADES-1000372,189.151519,62.219276,4.413,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-372/images/7935-obs5_ID-1000372.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000372.jpg"", ""access_level"": ""team""}]",26.98,27.09
EMR-390,JADES-1000390,189.060081,62.219456,4.913,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-390/images/7935-obs3_ID-1000390.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000390.jpg"", ""access_level"": ""team""}]",26.34,26.23
EMR-395,JADES-1000395,189.120784,62.219539,5.435,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-395/images/7935-obs3_ID-1000395.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000395.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-395/images/7935-obs4_ID-1000395.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000395.jpg"", ""access_level"": ""team""}]",28.56,28.27
EMR-441,JADES-1000441,189.138282,62.219845,4.209,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-441/images/7935-obs5_ID-1000441.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000441.jpg"", ""access_level"": ""team""}]",27.99,28.30
EMR-485,JADES-1000485,189.147972,62.220264,4.082,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-485/images/7935-obs4_ID-1000485.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000485.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-485/images/7935-obs5_ID-1000485.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000485.jpg"", ""access_level"": ""team""}]",27.06,27.60
EMR-559,JADES-1000559,189.143467,62.221002,4.053,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-559/images/7935-obs5_ID-1000559.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000559.jpg"", ""access_level"": ""team""}]",26.45,26.61
EMR-699,JADES-1000699,189.072124,62.22195,6.513,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-699/images/7935-obs3_ID-1000699.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000699.jpg"", ""access_level"": ""team""}]",27.42,27.35
EMR-772,JADES-1000772,189.110695,62.222478,4.426,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-772/images/7935-obs3_ID-1000772.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000772.jpg"", ""access_level"": ""team""}]",26.49,27.02
EMR-799,JADES-1000799,189.068472,62.222733,4.045,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-799/images/7935-obs3_ID-1000799.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000799.jpg"", ""access_level"": ""team""}]",25.86,25.75
EMR-827,JADES-1000827,189.16759,62.222932,7.136,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-827/images/7935-obs4_ID-1000827.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000827.jpg"", ""access_level"": ""team""}]",28.02,28.37
EMR-847,JADES-1000847,189.140547,62.223027,5.176,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-847/images/7935-obs5_ID-1000847.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000847.jpg"", ""access_level"": ""team""}]",27.46,27.22
EMR-856,JADES-1000856,189.14494,62.223089,4.472,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-856/images/7935-obs4_ID-1000856.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000856.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-856/images/7935-obs5_ID-1000856.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1000856.jpg"", ""access_level"": ""team""}]",28.45,29.31
EMR-869,JADES-1000869,189.172605,62.223221,4.092,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-869/images/7935-obs4_ID-1000869.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000869.jpg"", ""access_level"": ""team""}]",27.41,27.98
EMR-905,JADES-1000905,189.073693,62.223451,7.036,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-905/images/7935-obs3_ID-1000905.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1000905.jpg"", ""access_level"": ""team""}]",27.03,26.55
EMR-934,JADES-1000934,189.177961,62.223708,6.55,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-934/images/7935-obs4_ID-1000934.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000934.jpg"", ""access_level"": ""team""}]",27.06,26.82
EMR-938,JADES-1000938,189.150254,62.223699,6.711,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-938/images/7935-obs4_ID-1000938.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000938.jpg"", ""access_level"": ""team""}]",28.19,27.90
EMR-955,JADES-1000955,189.173737,62.223818,4.09,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-955/images/7935-obs4_ID-1000955.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1000955.jpg"", ""access_level"": ""team""}]",26.55,26.74
EMR-1054,JADES-1001054,189.114798,62.224429,5.98,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1054/images/7935-obs6_ID-1001054.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001054.jpg"", ""access_level"": ""team""}]",26.31,25.86
EMR-1093,JADES-1001093,189.179742,62.224628,5.595,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1093/images/7935-obs4_ID-1001093.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001093.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-1093/images/7935-obs5_ID-1001093.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1001093.jpg"", ""access_level"": ""team""}]",28.54,26.98
EMR-1133,JADES-1001133,189.166754,62.224881,4.146,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1133/images/7935-obs4_ID-1001133.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001133.jpg"", ""access_level"": ""team""}]",27.85,28.19
EMR-1167,JADES-1001167,189.119787,62.225007,5.18,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1167/images/7935-obs6_ID-1001167.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001167.jpg"", ""access_level"": ""team""}]",27.72,27.39
EMR-1236,JADES-1001236,189.072864,62.225246,4.436,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1236/images/7935-obs3_ID-1001236.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001236.jpg"", ""access_level"": ""team""}]",27.35,27.77
EMR-1239,JADES-1001239,189.135406,62.225369,5.182,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1239/images/7935-obs3_ID-1001239.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001239.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1239/images/7935-obs4_ID-1001239.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001239.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1239/images/7935-obs6_ID-1001239.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001239.jpg"", ""access_level"": ""team""}]",25.97,25.70
EMR-1255,JADES-1001255,189.088913,62.225336,6.779,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1255/images/7935-obs3_ID-1001255.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001255.jpg"", ""access_level"": ""team""}]",29.04,28.71
EMR-1511,JADES-1001511,189.132625,62.226726,5.176,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1511/images/7935-obs6_ID-1001511.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001511.jpg"", ""access_level"": ""team""}]",26.80,26.29
EMR-1524,JADES-1001524,189.093189,62.226812,4.162,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1524/images/7935-obs3_ID-1001524.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001524.jpg"", ""access_level"": ""team""}]",24.80,24.47
EMR-1619,JADES-1001619,189.129022,62.227149,5.179,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1619/images/7935-obs6_ID-1001619.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001619.jpg"", ""access_level"": ""team""}]",29.19,28.49
EMR-1632,JADES-1001632,189.178268,62.227232,4.472,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1632/images/7935-obs4_ID-1001632.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001632.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-1632/images/7935-obs5_ID-1001632.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1001632.jpg"", ""access_level"": ""team""}]",28.19,29.54
EMR-1655,JADES-1001655,189.147304,62.227304,4.758,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1655/images/7935-obs3_ID-1001655.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001655.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1655/images/7935-obs4_ID-1001655.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001655.jpg"", ""access_level"": ""team""}]",28.54,28.67
EMR-1668,JADES-1001668,189.142749,62.227374,4.411,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1668/images/7935-obs4_ID-1001668.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001668.jpg"", ""access_level"": ""team""}]",27.75,27.98
EMR-1674,JADES-1001674,189.133277,62.227503,5.178,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1674/images/7935-obs3_ID-1001674.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001674.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1674/images/7935-obs4_ID-1001674.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001674.jpg"", ""access_level"": ""team""}]",25.85,25.00
EMR-1698,JADES-1001698,189.130708,62.227507,5.175,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1698/images/7935-obs3_ID-1001698.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001698.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1698/images/7935-obs6_ID-1001698.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001698.jpg"", ""access_level"": ""team""}]",27.95,27.69
EMR-1700,JADES-1001700,189.090177,62.227521,5.276,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1700/images/7935-obs3_ID-1001700.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001700.jpg"", ""access_level"": ""team""}]",28.20,28.03
EMR-1797,JADES-1001797,189.094758,62.227895,4.915,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1797/images/7935-obs3_ID-1001797.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001797.jpg"", ""access_level"": ""team""}]",28.65,28.53
EMR-1830,JADES-1001830,189.091472,62.228108,6.675,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1830/images/7935-obs3_ID-1001830.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001830.jpg"", ""access_level"": ""team""}]",27.92,26.70
EMR-1836,JADES-1001836,189.13341,62.228153,5.552,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1836/images/7935-obs4_ID-1001836.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001836.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1836/images/7935-obs6_ID-1001836.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001836.jpg"", ""access_level"": ""team""}]",28.54,28.27
EMR-1844,JADES-1001844,189.121367,62.228224,5.356,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1844/images/7935-obs6_ID-1001844.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001844.jpg"", ""access_level"": ""team""}]",27.43,27.11
EMR-1895,JADES-1001895,189.109563,62.228459,5.346,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1895/images/7935-obs6_ID-1001895.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001895.jpg"", ""access_level"": ""team""}]",28.81,25.49
EMR-1942,JADES-1001942,189.094029,62.228674,4.911,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-1942/images/7935-obs3_ID-1001942.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1001942.jpg"", ""access_level"": ""team""}]",27.75,27.50
EMR-1994,JADES-1001994,189.142685,62.228927,4.759,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-1994/images/7935-obs4_ID-1001994.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1001994.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-1994/images/7935-obs6_ID-1001994.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1001994.jpg"", ""access_level"": ""team""}]",28.52,28.79
EMR-2030,JADES-1002030,189.125906,62.229151,5.181,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-2030/images/7935-obs6_ID-1002030.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1002030.jpg"", ""access_level"": ""team""}]",26.11,25.52
EMR-2113,JADES-1002113,189.170335,62.229498,6.715,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-2113/images/7935-obs4_ID-1002113.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1002113.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-2113/images/7935-obs5_ID-1002113.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1002113.jpg"", ""access_level"": ""team""}]",28.16,27.89
EMR-2238,JADES-1002238,189.119888,62.229991,4.888,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-2238/images/7935-obs6_ID-1002238.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1002238.jpg"", ""access_level"": ""team""}]",27.66,27.86
EMR-2360,JADES-1002360,189.190782,62.230535,5.814,queued,low,7935,NIRSpec z>4.5 filler,"[{""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-2360/images/7935-obs4_ID-1002360.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1002360.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-2360/images/7935-obs5_ID-1002360.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1002360.jpg"", ""access_level"": ""team""}]",29.36,28.75
EMR-2500,JADES-1002500,189.109317,62.231191,5.523,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-2500/images/7935-obs6_ID-1002500.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1002500.jpg"", ""access_level"": ""team""}]",28.46,28.33
EMR-2615,JADES-1002615,189.095923,62.231604,4.418,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-2615/images/7935-obs3_ID-1002615.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1002615.jpg"", ""access_level"": ""team""}]",27.79,28.12
EMR-2652,JADES-1002652,189.04816,62.231748,5.052,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-2652/images/7935-obs3_ID-1002652.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1002652.jpg"", ""access_level"": ""team""}]",28.24,28.71
EMR-2711,JADES-1002711,189.208183,62.232122,5.793,queued,high,7935,high EW OIII + Hb,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-2711/images/7935-obs5_ID-1002711.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1002711.jpg"", ""access_level"": ""team""}]",27.10,26.90
EMR-2836,JADES-1002836,189.127701,62.232597,7.132,queued,high,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-2836/images/7935-obs3_ID-1002836.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1002836.jpg"", ""access_level"": ""team""}]",28.07,27.46
EMR-2845,JADES-1002845,189.152574,62.232663,4.413,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-2845/images/7935-obs3_ID-1002845.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1002845.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-2845/images/7935-obs6_ID-1002845.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1002845.jpg"", ""access_level"": ""team""}]",27.76,27.51
EMR-2869,JADES-1002869,189.140392,62.232754,4.332,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-2869/images/7935-obs6_ID-1002869.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1002869.jpg"", ""access_level"": ""team""}]",28.46,29.42
EMR-2889,JADES-1002889,189.146096,62.23284,4.408,queued,low,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS3 Source Image"", ""storage_key"": ""targets/EMR-2889/images/7935-obs3_ID-1002889.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs3_ID-1002889.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS4 Source Image"", ""storage_key"": ""targets/EMR-2889/images/7935-obs4_ID-1002889.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs4_ID-1002889.jpg"", ""access_level"": ""team""}, {""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-2889/images/7935-obs6_ID-1002889.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1002889.jpg"", ""access_level"": ""team""}]",26.89,27.01
EMR-3031,JADES-1003031,189.096814,62.233329,5.564,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS6 Source Image"", ""storage_key"": ""targets/EMR-3031/images/7935-obs6_ID-1003031.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs6_ID-1003031.jpg"", ""access_level"": ""team""}]",27.83,27.65
EMR-3072,JADES-1003072,189.196073,62.233525,5.413,queued,medium,7935,,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-3072/images/7935-obs5_ID-1003072.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1003072.jpg"", ""access_level"": ""team""}]",28.67,28.31
EMR-3167,JADES-1003167,189.198755,62.233943,5.985,queued,high,7935,prism 2mask,"[{""asset_type"": ""image"", ""label"": ""OBS5 Source Image"", ""storage_key"": ""targets/EMR-3167/images/7935-obs5_ID-1003167.jpg"", ""preview_url"": ""/api/targets/image?file=7935-obs5_ID-1003167.jpg"", ""access_level"": ""team""}]",28.56,28.28
