sourceid,redshift,AGN,LyA,HeII,CIV,CIII],NIV],OIII],MgII,OPT_OII,OPT_O3,OPT_Hb,OPT_4363,Continuum_detected,comment_lin,comment_secondary,plots,JADES_seds
1055925,6.76409,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (not in the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1055925.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1055925_EAZY_SED.png
1055988,5.17969,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],C3? + O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1055988.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1055988_EAZY_SED.png
1055991,4.95345,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],Lya (2nd) C3 + O2 Ne3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1055991.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1055991_EAZY_SED.png
1056368,6.556,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,HeII?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1056368.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1056368_EAZY_SED.png
1056537,4.21054,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"optical lines, CIII]",C3 + O2 to O3 w/ 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1056537.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1056537_EAZY_SED.png
1056618,5.18607,No,No,No,No,Yes,No,No,No,No,No,No,No,No,CIII],no strong emission,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1056618.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1056618_EAZY_SED.png
1056643,5.02272,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1056643.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1056643_EAZY_SED.png
1056678,5.04401,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2 Ne3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1056678.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1056678_EAZY_SED.png
1057185,4.65223,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],C3 O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1057185.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1057185_EAZY_SED.png
1057330,6.54268,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,CIII],no Lya continuum (absorptions) CIII (lya(2nd) contaminations?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1057330.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1057330_EAZY_SED.png
1057629,5.21411,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,"LyA, CIV","Lya CIV, HeII OIII] , CIII]",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1057629.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1057629_EAZY_SED.png
1058441,5.966401258,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,"LyA, CIV], OIII], CIII], optical lines","Lya CIV, HeII OIII] , CIII] + O2, Ne3 etc",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1058441.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1058441_EAZY_SED.png
1058458,4.955838204,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1058458.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1058458_EAZY_SED.png
1058561,6.547082611,No,No,No,No,Yes,No,No,No,No,No,No,No,No,CIII],CIII (many emissions due to the contaminations from  low part of the slit),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1058561.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1058561_EAZY_SED.png
1058667,5.2272,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1058667.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1058667_EAZY_SED.png
1058711,5.21971763,No,No,No,No,No,No,No,No,No,No,No,No,No,,bad sky subtraction no strong emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1058711.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1058711_EAZY_SED.png
1059156,5.218475825,No,No,No,No,No,No,No,No,Yes,No,No,No,No,need improve reduction,O2 (strong continuum due to the contamination from the upper part of the slit),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059156.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059156_EAZY_SED.png
1059349,5.09025,No,Yes,No,No,No,No,No,No,No,No,No,No,No,LyA,Lya(2nd),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059349.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059349_EAZY_SED.png
1059427,5.60223,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,Lya(2nd),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059427.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059427_EAZY_SED.png
1059711,7.55319,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,LyA at z=9.9 or others' line?,CIV? probably due to contamination,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059711.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059711_EAZY_SED.png
1059720,9.633349,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059720.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059720_EAZY_SED.png
1059725,6.29303,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059725.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059725_EAZY_SED.png
1059734,6.547631225,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1059734.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1059734_EAZY_SED.png
1060083,5.30881,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,good continuum; CIII]; optical lines,O2 Ne3 Strong continuum (absorption?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1060083.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1060083_EAZY_SED.png
1060331,7.430927616,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,"LyA, HeII",Lya (a few lines due to contaminations),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1060331.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1060331_EAZY_SED.png
1060436,4.617635111,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1060436.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1060436_EAZY_SED.png
1060534,5.42778,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,"HeII, CIII]",Lya C3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1060534.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1060534_EAZY_SED.png
1060916,4.35396,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,"CIII], optical lines",Lya(2nd) + C3 + O2 to 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1060916.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1060916_EAZY_SED.png
1061458,5.06096,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,Lya(2nd) + O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1061458.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1061458_EAZY_SED.png
1061712,5.182907785,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,LyA,Lya(2nd) + O2+Ne3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1061712.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1061712_EAZY_SED.png
1061764,5.18562,No,No,No,No,Yes,No,No,No,No,No,No,No,No,CIII],a few emission lines (wrong z),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1061764.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1061764_EAZY_SED.png
1062041,5.182,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1062041.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1062041_EAZY_SED.png
1065530,3.98356,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"CIII], optical lines",O2 to O3 w/4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1065530.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1065530_EAZY_SED.png
1065644,5.35794,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],CIII + O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1065644.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1065644_EAZY_SED.png
1065744,5.53589,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"LyA, OIII], CIII]",Lya C4 + O3 + C3 + O2 to 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1065744.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1065744_EAZY_SED.png
1065868,5.36172,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1065868.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1065868_EAZY_SED.png
1066100,4.763,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,Lya(2nd) (not in slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1066100.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1066100_EAZY_SED.png
1066305,5.2862,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"LyA, CIV, OIII], CIII]",Lya C4 + O3 + C3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1066305.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1066305_EAZY_SED.png
1066336,7.138649047,No,Yes,No,No,No,No,No,No,No,No,No,No,No,LyA,weak Lya,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1066336.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1066336_EAZY_SED.png
1066585,7.13798,No,Yes,No,No,No,No,No,No,No,No,No,No,No,LyA,weak Lya,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1066585.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1066585_EAZY_SED.png
1066915,5.57899,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,"LyA, CIII]",Lya + CIV + HeII + OIII] + CIII] + O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1066915.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1066915_EAZY_SED.png
1067025,5.18148,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,LyA,Lya(2nd)+C3?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1067025.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1067025_EAZY_SED.png
1067340,5.13856,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,CIII],Lya(2nd),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1067340.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1067340_EAZY_SED.png
1077240,4.44662,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,"optical line, CIII]",C3? + O2 (not in the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1077240.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1077240_EAZY_SED.png
1077545,4.42351,No,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,"CIII], optical lines",HeII? + OIII]? + O2 to 4363 (strong continuum),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1077545.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1077545_EAZY_SED.png
1077652,,No,No,No,No,No,No,No,No,No,No,No,No,No,,bad reduction?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1077652.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1077652_EAZY_SED.png
1077854,5.21825,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],C3+O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1077854.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1077854_EAZY_SED.png
1077864,4.01992,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"CIII], optical lines",C3 + O2 to O3 w/ 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1077864.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1077864_EAZY_SED.png
1077917,5.181916807,No,No,Yes,No,No,No,No,No,No,No,No,No,No,HeII,one emission line w/o aligning with the redshift,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1077917.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1077917_EAZY_SED.png
1078349,5.70542,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,wrong redshift?,wrong redshift  (O2 to O3) 4363 weak,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078349.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078349_EAZY_SED.png
1078455,6.54675,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (a lot of contaminations),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078455.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078455_EAZY_SED.png
1078691,5.04619,No,No,No,No,No,No,No,No,No,No,No,No,No,,bad reduction?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078691.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078691_EAZY_SED.png
1078692,5.04798,No,No,No,No,No,No,No,No,No,No,No,No,No,,bad reduction?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078692.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078692_EAZY_SED.png
1078727,4.21229,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"CIII], optical lines",redshift a bit wrong (C3 + O2 to O3 w/ 4363),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078727.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078727_EAZY_SED.png
1078776,5.17697,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078776.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078776_EAZY_SED.png
1078891,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,O3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078891.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078891_EAZY_SED.png
1078930,5.17631,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,"LyA, CIII]",Lya + C3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1078930.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1078930_EAZY_SED.png
1079072,5.79727,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emissions not in the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079072.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079072_EAZY_SED.png
1079313,5.231,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079313.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079313_EAZY_SED.png
1079349,5.181003805,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079349.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079349_EAZY_SED.png
1079417,5.79257,No,No,No,No,No,No,No,No,No,No,No,No,No,,wrong redshift or contaminations,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079417.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079417_EAZY_SED.png
1079502,3.92885,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"CIII], optical lines",O2 to O3 w/o 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079502.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079502_EAZY_SED.png
1079520,5.2268,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,"CIII], optical lines",C3 + O2 to He4686 w/ 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079520.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079520_EAZY_SED.png
1079689,5.22362,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,should improve bkg subtraction,O2 to  Hgamma w/o 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079689.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079689_EAZY_SED.png
1079801,4.35006,No,No,No,No,Yes,No,No,No,No,No,No,No,No,CIII],wrong redshift or contaminations,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079801.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079801_EAZY_SED.png
1079874,5.53395,No,No,No,No,No,No,No,No,No,No,No,No,No,,bad reduction?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1079874.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1079874_EAZY_SED.png
1080263,4.20439,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080263.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080263_EAZY_SED.png
1080381,4.61265,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,optical lines,Lya (2nd)+ O2 Ne3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080381.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080381_EAZY_SED.png
1080391,4.615662816,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,"CIII], [ArIII]?",ArIII] O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080391.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080391_EAZY_SED.png
1080541,5.53362,No,No,No,No,Yes,No,No,No,No,No,No,No,No,CIII],C3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080541.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080541_EAZY_SED.png
1080616,5.18119,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,LyA,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080616.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080616_EAZY_SED.png
1080660,4.399019545,No,No,No,No,No,No,No,No,No,No,No,No,No,"optical, Balmer absorption",wrong redshift?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080660.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080660_EAZY_SED.png
1080834,4.15291,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,"CIII], He II",C3 + O2 to O3 w/ 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080834.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080834_EAZY_SED.png
1080875,5.18516,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1080875.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1080875_EAZY_SED.png
1081055,4.61137,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,,O2 to O3 w/4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1081055.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1081055_EAZY_SED.png
1081110,5.1196,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1081110.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1081110_EAZY_SED.png
1081133,5.21948,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1081133.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1081133_EAZY_SED.png
1081143,7.017,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,lya(2nd) + OIII]?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1081143.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1081143_EAZY_SED.png
1082359,5.19168,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1082359.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1082359_EAZY_SED.png
1082668,4.42709,No,No,No,No,No,No,No,No,Yes,No,No,No,No,OII,O2 (contamination at the lower part of the slit),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1082668.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1082668_EAZY_SED.png
1082774,5.35515,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1082774.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1082774_EAZY_SED.png
1082830,5.795283168,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],O2 continuum no Lya absorption?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1082830.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1082830_EAZY_SED.png
1082961,5.09479,No,No,No,No,No,No,No,No,No,No,No,No,No,,bad reduction? contaminations,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1082961.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1082961_EAZY_SED.png
